Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Unnamed:0
343,female,********,some college,standard,completed,single,sometimes,no,3.0,school_bus,< 5,73,83,90,********
344,male,********,some college,free/reduced,completed,single,regularly,yes,1.0,private,5 - 10,78,64,66,********
345,female,********,high school,standard,none,married,sometimes,no,1.0,private,< 5,83,93,97,********
347,male,********,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,67,48,54,********
348,female,********,some college,free/reduced,completed,single,sometimes,no,3.0,,5 - 10,64,77,77,********
349,female,********,some high school,standard,none,divorced,never,yes,1.0,school_bus,< 5,71,94,88,********
351,male,********,some college,standard,none,single,regularly,yes,5.0,school_bus,< 5,52,51,52,********
352,male,********,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,50,49,45,********
353,male,********,some college,standard,none,single,sometimes,no,2.0,school_bus,< 5,57,61,56,********
354,male,********,associate's degree,standard,completed,married,sometimes,yes,,school_bus,5 - 10,56,63,58,********
355,female,********,high school,free/reduced,none,married,,,4.0,school_bus,> 10,32,47,41,********
356,male,********,associate's degree,free/reduced,completed,single,never,no,3.0,private,5 - 10,62,63,61,********
357,female,********,some high school,standard,completed,married,sometimes,,3.0,school_bus,< 5,62,67,72,********
358,male,********,high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,68,60,60,********
359,female,********,some high school,standard,completed,divorced,regularly,yes,6.0,,,81,95,99,********
360,male,********,some college,standard,completed,single,sometimes,yes,2.0,private,5 - 10,72,75,72,********
361,female,********,some high school,standard,none,married,sometimes,yes,2.0,,< 5,58,51,53,********
362,male,********,bachelor's degree,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,77,72,66,********
363,male,********,some college,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,43,35,37,********
364,male,********,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,53,53,57,********
365,female,********,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,67,82,84,********
366,male,********,some high school,standard,none,married,never,yes,3.0,school_bus,> 10,87,85,79,********
367,male,********,some college,free/reduced,,married,regularly,yes,2.0,private,5 - 10,61,49,54,********
369,male,********,bachelor's degree,standard,completed,married,sometimes,no,1.0,,> 10,71,65,69,********
370,male,********,associate's degree,standard,none,single,sometimes,yes,3.0,,5 - 10,69,63,61,********
371,female,********,associate's degree,standard,none,married,never,yes,2.0,school_bus,5 - 10,85,91,93,********
372,female,********,some high school,standard,none,single,regularly,yes,0.0,private,5 - 10,91,82,87,********
373,female,********,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,74,79,76,********
374,male,********,bachelor's degree,standard,none,divorced,regularly,yes,4.0,school_bus,5 - 10,63,55,59,********
375,female,********,,standard,,married,regularly,yes,,school_bus,> 10,45,46,52,********
376,male,********,associate's degree,standard,none,divorced,never,yes,0.0,,5 - 10,70,66,63,********
377,female,********,,standard,none,single,sometimes,yes,3.0,private,5 - 10,60,67,61,********
378,male,********,some high school,free/reduced,none,married,never,yes,1.0,private,> 10,75,65,67,********
379,female,********,bachelor's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,> 10,71,76,79,********
380,male,********,some high school,standard,,married,sometimes,no,2.0,school_bus,5 - 10,63,69,59,********
381,female,********,some college,standard,none,married,sometimes,,1.0,private,> 10,82,91,85,********
382,female,********,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,50,68,69,********
383,female,********,high school,standard,none,single,sometimes,no,3.0,school_bus,> 10,64,73,65,********
384,male,********,some college,free/reduced,none,,sometimes,no,2.0,school_bus,5 - 10,75,76,68,********
385,female,********,high school,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,71,85,83,********
388,male,********,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,80,72,69,********
389,female,********,some high school,standard,completed,divorced,regularly,yes,4.0,school_bus,5 - 10,55,79,75,********
390,female,********,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,81,92,90,********
391,male,********,bachelor's degree,standard,none,single,regularly,yes,3.0,private,< 5,72,67,67,********
392,female,********,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,77,80,80,********
393,female,********,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,58,72,68,********
394,female,********,associate's degree,standard,none,single,sometimes,no,3.0,private,< 5,72,89,83,********
396,female,********,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,,5 - 10,42,62,61,********
397,male,********,high school,standard,completed,married,sometimes,no,5.0,school_bus,< 5,90,91,90,********
398,male,********,associate's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,81,82,80,********
399,female,********,associate's degree,standard,completed,single,sometimes,yes,1.0,private,,73,80,93,********
400,female,********,high school,standard,completed,married,regularly,no,1.0,private,5 - 10,64,79,75,********
401,male,********,high school,free/reduced,none,divorced,sometimes,,1.0,,> 10,65,55,55,********
402,male,********,associate's degree,free/reduced,none,,sometimes,yes,1.0,school_bus,> 10,71,65,64,********
404,male,********,associate's degree,free/reduced,,single,sometimes,yes,1.0,private,> 10,70,68,63,********
405,male,********,associate's degree,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,< 5,65,70,67,********
406,male,********,associate's degree,free/reduced,completed,single,sometimes,no,2.0,school_bus,> 10,67,73,73,********
407,male,********,associate's degree,standard,completed,married,sometimes,yes,1.0,,5 - 10,65,68,68,********
409,male,********,bachelor's degree,free/reduced,completed,single,never,yes,4.0,,,59,62,62,********
410,female,********,some high school,free/reduced,none,married,regularly,no,4.0,private,> 10,36,51,47,********
411,male,********,some college,free/reduced,none,,regularly,yes,2.0,school_bus,5 - 10,87,78,79,********
412,male,********,some college,standard,,married,regularly,yes,1.0,school_bus,5 - 10,73,76,66,********
413,male,********,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,45,54,47,********
414,female,********,some college,standard,none,single,sometimes,no,1.0,,5 - 10,55,67,68,********
415,male,********,some high school,standard,none,married,regularly,no,4.0,school_bus,< 5,49,41,36,********
417,male,********,some college,standard,completed,married,never,yes,3.0,private,5 - 10,72,63,65,********
418,female,********,some college,standard,none,single,never,yes,7.0,,5 - 10,63,72,77,********
419,female,********,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,24,29,30,********
420,female,********,associate's degree,standard,,widowed,sometimes,yes,1.0,,< 5,48,65,56,********
421,female,********,associate's degree,free/reduced,completed,married,sometimes,no,2.0,private,> 10,60,69,64,********
422,male,********,master's degree,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,86,76,76,********
423,female,********,high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,69,73,78,********
424,male,********,some high school,standard,none,single,regularly,no,5.0,school_bus,< 5,84,84,80,********
426,female,********,some high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,60,71,70,********
427,female,********,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,60,71,74,********
428,male,********,some college,free/reduced,completed,single,sometimes,yes,4.0,school_bus,5 - 10,59,69,65,********
429,female,********,associate's degree,standard,none,married,regularly,yes,4.0,private,5 - 10,59,64,62,********
431,female,********,associate's degree,standard,none,divorced,sometimes,yes,5.0,school_bus,< 5,66,78,75,********
432,female,********,some high school,standard,completed,married,sometimes,yes,,school_bus,< 5,77,95,94,********
433,female,********,some college,standard,completed,single,regularly,no,4.0,private,5 - 10,42,54,63,********
434,male,********,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,55,53,57,********
435,female,********,high school,standard,none,widowed,,yes,1.0,private,5 - 10,75,93,89,********
436,male,********,associate's degree,standard,completed,married,regularly,yes,1.0,school_bus,> 10,100,90,87,********
437,female,********,high school,standard,none,,regularly,no,2.0,school_bus,5 - 10,57,59,59,********
438,male,********,associate's degree,standard,none,,sometimes,yes,3.0,school_bus,< 5,29,25,26,********
439,male,********,some high school,standard,none,married,,no,2.0,private,5 - 10,70,63,55,********
440,female,********,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,65,70,76,********
441,female,********,some college,free/reduced,completed,divorced,never,yes,4.0,school_bus,5 - 10,72,78,78,********
442,female,********,associate's degree,standard,none,single,never,yes,0.0,private,> 10,67,64,75,********
443,female,********,some college,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,54,66,68,********
444,female,********,some high school,standard,,married,sometimes,yes,1.0,school_bus,5 - 10,43,46,38,********
445,male,********,some college,standard,completed,married,,yes,0.0,school_bus,5 - 10,97,84,89,********
446,female,********,some high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,,35,52,54,********
447,male,********,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,67,67,72,********
448,female,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,57,69,72,********
449,female,********,associate's degree,free/reduced,completed,single,regularly,no,3.0,school_bus,< 5,66,75,81,********
451,female,********,high school,standard,none,divorced,regularly,yes,2.0,private,5 - 10,80,81,83,********
452,male,********,bachelor's degree,standard,,married,,no,,school_bus,5 - 10,60,47,47,********
453,female,********,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,79,85,89,********
454,female,********,some college,standard,none,married,never,no,4.0,school_bus,< 5,51,59,49,********
455,male,********,associate's degree,standard,none,married,never,yes,2.0,private,< 5,51,64,58,********
456,male,********,high school,standard,none,married,regularly,,1.0,private,5 - 10,41,48,36,********
457,female,********,associate's degree,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,95,100,95,********
458,female,********,associate's degree,free/reduced,none,single,sometimes,yes,1.0,,5 - 10,50,60,65,********
459,male,********,some college,standard,none,married,never,no,1.0,school_bus,5 - 10,67,57,48,********
460,female,********,master's degree,standard,none,married,,yes,6.0,,5 - 10,59,61,58,********
461,female,********,associate's degree,standard,completed,single,sometimes,no,,,> 10,79,93,95,********
462,female,********,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,52,59,66,********
463,male,********,associate's degree,standard,completed,married,never,yes,3.0,private,< 5,94,90,88,********
464,female,********,bachelor's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,53,52,57,********
465,male,********,high school,free/reduced,none,single,regularly,no,2.0,school_bus,5 - 10,52,46,43,********
466,male,********,some college,free/reduced,none,single,regularly,yes,1.0,private,> 10,58,64,61,********
468,female,********,high school,free/reduced,completed,single,never,no,1.0,,< 5,54,61,59,********
470,male,********,some college,standard,completed,married,never,yes,1.0,school_bus,5 - 10,63,72,70,********
471,female,********,some college,free/reduced,none,single,regularly,yes,1.0,,5 - 10,52,68,66,********
472,female,********,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,38,58,54,********
473,male,********,high school,free/reduced,none,married,never,yes,,school_bus,5 - 10,65,63,54,********
474,male,********,bachelor's degree,standard,none,single,regularly,yes,1.0,private,< 5,88,93,92,********
475,female,********,high school,standard,completed,single,regularly,no,2.0,private,5 - 10,29,44,42,********
